"Name","Type","Line","Signature"
"getModePlaylistKey","function","8879","function getModePlaylistKey(nAI){"
"getPlaylistMMR","function","8887","function getPlaylistMMR(nAI){return (P.mmrP||{})[getModePlaylistKey(nAI)]||200;}"
"getDiffFromMMR","function","8888","function getDiffFromMMR(mmr, botMMR){"
"getDiffLabel","function","8902","function getDiffLabel(diff){"
"getDiffColor","function","8905","function getDiffColor(diff){"
"addXP","function","8909","function addXP(amt){"
"addMMRvsOpponent","function","8918","function addMMRvsOpponent(won, oppMMR){"
"addTeamMMR","function","8938","function addTeamMMR(won, mode /* '2v2'|'3v3' */, isCasual){"
"addMMR","function","8958","function addMMR(won,nAI){"
"getWinsProgress","function","9012","function getWinsProgress(rankName){return Math.min(10,(P.winsAtRank||{})[rankName]||0);}"
"addModeWinLoss","function","9015","function addModeWinLoss(won){"
"unlockFeat","function","9037","function unlockFeat(feat){"
"addCredits","function","9050","function addCredits(n){P.credits+=n;saveP();}"
"getTourneyFeatForMMR","function","9054","function getTourneyFeatForMMR(mmr){"
"getTourneyTitleForMMR","function","9059","function getTourneyTitleForMMR(mmr){"
"getTourneyFeat","function","9064","function getTourneyFeat(rank){return getTourneyFeatForMMR(rank.min);}"
"getTourneyTitleId","function","9065","function getTourneyTitleId(rank){const t=getTourneyTitleForMMR(rank.min);return t?t.id:null;}"
"ac","function","9071","function ac(){if(!AC)try{AC=new(window.AudioContext||window.webkitAudioContext)();}catch(e){}return AC;}"
"showEndMicroTransition","function","9083","function showEndMicroTransition(youWon, onDone, durationMs) {"
"hideEndMicroTransition","function","9119","function hideEndMicroTransition() {"
"showTransitionScreen","function","9154","function showTransitionScreen(statusMsg, onDone, durationMs) {"
"hideTransitionScreen","function","9197","function hideTransitionScreen() {"
"_unlockAC","function","9207","function _unlockAC(){"
"loadSettings","function","9225","function loadSettings() {"
"saveSettings","function","9245","function saveSettings() {"
"applySettings","function","9260","function applySettings() {"
"settSwitchTab","function","9278","function settSwitchTab(tab, btn){"
"openSettings","function","9286","function openSettings() {"
"applyTheme","function","9298","function applyTheme(t){"
"_getMusicAC","function","9327","function _getMusicAC(){"
"_musicNote","function","9332","function _musicNote(freq, dur, when, vol, wave='sine'){"
"_musicScheduleBar","function","9344","function _musicScheduleBar(){"
"shareEndScreen","function","9373","function shareEndScreen(){"
"_animateCardDraw","function","9468","function _animateCardDraw(cardEl){"
"_animateCardPlay","function","9476","function _animateCardPlay(cardEl){"
"_animateCardDanger","function","9484","function _animateCardDanger(){"
"_showUnoBurst","function","9494","function _showUnoBurst(){"
"_checkDangerState","function","9504","function _checkDangerState(){"
"_ncAdd","function","9543","function _ncAdd(text, icon){"
"_ncGuessIcon","function","9552","function _ncGuessIcon(t){"
"_ncUpdateBadge","function","9567","function _ncUpdateBadge(){"
"_ncTimeAgo","function","9578","function _ncTimeAgo(ts){"
"_ncRender","function","9586","function _ncRender(){"
"toggleNotifCenter","function","9603","function toggleNotifCenter(){"
"clearNotifications","function","9621","function clearNotifications(){"
"openReplayPlayer","function","9652","function openReplayPlayer(logIndex){"
"closeReplayPlayer","function","9666","function closeReplayPlayer(){"
"_rpRender","function","9671","function _rpRender(){"
"replayStep","function","9726","function replayStep(n){"
"replayGoTo","function","9732","function replayGoTo(n){"
"replayTogglePlay","function","9738","function replayTogglePlay(){"
"_rcSaveState","function","9760","function _rcSaveState(){"
"_rcAttemptReconnect","function","9775","function _rcAttemptReconnect(){"
"_rcShowOverlay","function","9792","function _rcShowOverlay(seconds){"
"_rcHideOverlay","function","9810","function _rcHideOverlay(){"
"mpAbortReconnect","function","9817","function mpAbortReconnect(){"
"spectatorJoin","function","9902","function spectatorJoin(code){"
"_specOnData","function","9931","function _specOnData(data){"
"spectatorLeave","function","9953","function spectatorLeave(){"
"_afterPeerOpen","arrow","9974","const _afterPeerOpen=()=>{"
"toggleMusic","function","10029","function toggleMusic(){"
"nextTrack","function","10049","function nextTrack(){"
"setMusicVol","function","10058","function setMusicVol(v){"
"toggleMusicPlayer","function","10062","function toggleMusicPlayer(){"
"tone","function","10067","function tone(f,d,t='triangle',v=.13,dl=0){"
"rsCv","function","10099","function rsCv(){cv.width=window.innerWidth;cv.height=window.innerHeight;}"
"burst","function","10123","function burst(x,y,col,n=28,o={}){"
"burstDisc","function","10131","function burstDisc(col){"
"bigWinBurst","function","10136","function bigWinBurst(){"
"animPX","function","10142","function animPX(){"
"screenShake","function","10150","function screenShake(){"
"notify","function","10160","function notify(t){"
"showMsg","function","10164","function showMsg(t,d=1400){"
"showScr","function","10168","function showScr(id){"
"showOv","function","10180","function showOv(id){document.getElementById(id).classList.add('on');}"
"hideOv","function","10181","function hideOv(id){document.getElementById(id).classList.remove('on');}"
"el","function","10182","function el(id){return document.getElementById(id);}"
"setText","function","10183","function setText(id,v){const e=el(id);if(e)e.textContent=v;}"
"setStyle","function","10184","function setStyle(id,p,v){const e=el(id);if(e)e.style[p]=v;}"
"switchSplashTab","function","10186","function switchSplashTab(id,btn){"
"_legacySwitchTab","function","10191","function _legacySwitchTab(id,btn){"
"switchTourneyTab","function","10199","function switchTourneyTab(id,btn){"
"renderPentathlonPanel","function","10211","function renderPentathlonPanel(){"
"_trackMiniGame","function","10276","function _trackMiniGame(mode,won,extraStats){if(!P)return;const k='_mg_'+mode;if(!P[k])P[k]={games:0,wins:0,streak:0,maxStreak:0,maxScore:0};P[k].games++;if(won){P[k].wins++;P[k].streak=(P[k].streak||0)+1;P[k].maxStreak=Math.max(P[k].maxStreak||0,P[k].streak);}else{P[k].streak=0;}if(extraStats){if(extraStats.score!==undefined&&extraStats.score>(P[k].maxScore||0))P[k].maxScore=extraStats.score;}}"
"renderMiniStats","function","10277","function renderMiniStats(){const wrap=document.getElementById('mini-stats-panel');if(!wrap||!P)return;const modes=[{key:'scopa',icon:'🧹',label:'Scopa',wK:'scopaS.wins'},{key:'poker',icon:'♠️',label:'Poker',wK:'_mg_poker.wins'},{key:'burraco',icon:'🃏',label:'Burraco',wK:'_mg_burraco.wins'},{key:'millemiglia',icon:'🚗',label:'MM',wK:'_mg_millemiglia.wins'},{key:'bj',icon:'🂡',label:'Blackjack',wK:'bjWins'},{key:'ruba',icon:'🃏',label:'Ruba',wK:'rubaWins'},{key:'scala',icon:'🎴',label:'Scala 40',wK:'scalaWins'}];const gv=(o,p)=>p.split('.').reduce((x,k)=>x?x[k]:undefined,o)||0;wrap.innerHTML=modes.map(m=>{const s=P['_mg_'+m.key]||{};const wins=gv(P,m.wK);const games=s.games||wins||0;const wr=games>0?Math.round(wins/games*100):0;const mmr=(P.mmrP||{})['p_'+m.key]||(m.key==='bj'?(P.mmrP||{}).p_bj1||200:200);return`<div style=""display:flex;align-items:center;gap:10px;padding:9px 0;border-bottom:1px solid rgba(255,255,255,.05)""><span style=""font-size:18px;width:26px;text-align:center"">${m.icon}</span><div style=""flex:1""><div style=""font-size:12px;font-weight:700;color:rgba(255,255,255,.85)"">${m.label}</div><div style=""font-size:10px;color:rgba(255,255,255,.35)"">${games}G · ${wins}V · ${wr}%</div></div><div style=""text-align:right""><div style=""font-size:13px;font-weight:900;color:var(--teal)"">${mmr}</div><div style=""font-size:10px;color:rgba(255,255,255,.3)"">🔥${s.streak||0} Max${s.maxStreak||0}</div></div></div>`;}).join('');}"
"renderMMRChart","function","10278","function renderMMRChart(){"
"toX","arrow","10297","const toX=(i)=>Math.round(i/(vals.length-1)*(W-8)+4);"
"toY","arrow","10298","const toY=(v)=>Math.round(H-4-(v-minV)/range*(H-12));"
"updateProfile","function","10327","function updateProfile(){"
"updateDiffBadge","function","10467","function updateDiffBadge(){"
"onPlaylistChange","function","10496","function onPlaylistChange(){"
"selectPlaylist","function","10506","function selectPlaylist(nAI){"
"updateHUD","function","10512","function updateHUD(){"
"renderSeasonPass","function","10552","function renderSeasonPass(){"
"renderTitles","function","10595","function renderTitles(){"
"curS","arrow","10668","const curS = (()=>{ try{ const d=JSON.parse(localStorage.getItem('uno-ultra-season-v1')||'{}'); return d.season||1; }catch(e){return 1;} })();"
"_getTitleProgress","function","10685","function _getTitleProgress(t){"
"makeTitleCard","function","10739","function makeTitleCard(t){"
"selectTitle","function","10799","function selectTitle(id){"
"setLoginMode","function","10808","function setLoginMode(mode){"
"onPinInput","function","10821","function onPinInput(val){"
"onLoginFieldChange","function","10838","function onLoginFieldChange(){"
"loginKeydown","function","10869","function loginKeydown(e){"
"setLoginStatus","function","10875","function setLoginStatus(type, msg){"
"_rlLoad","function","10898","function _rlLoad(){"
"_rlSave","function","10902","function _rlSave(obj){"
"_checkLoginRateLimit","function","10905","function _checkLoginRateLimit(){"
"_recordLoginFailure","function","10914","function _recordLoginFailure(){"
"_recordLoginSuccess","function","10923","function _recordLoginSuccess(){"
"showNvdaAskDialog","function","11021","function showNvdaAskDialog(){"
"nvdaAskChoice","function","11031","function nvdaAskChoice(wantsNvda){"
"nvdaConfirm","function","11048","function nvdaConfirm(confirmed){"
"_nvdaShowActivatedFlash","function","11065","function _nvdaShowActivatedFlash(cb){"
"_proceedAfterNvdaChoice","function","11095","function _proceedAfterNvdaChoice(){"
"_activateNvdaSupport","function","11103","function _activateNvdaSupport(){"
"nvdaAnnounce","function","11126","function nvdaAnnounce(text, priority){"
"_nvdaGlobalKeyHandler","function","11137","function _nvdaGlobalKeyHandler(e){"
"_nvdaObserveGameState","function","11146","function _nvdaObserveGameState(){"
"nvdaCardLabel","function","11171","function nvdaCardLabel(card){"
"showLogoutConfirm","function","11182","function showLogoutConfirm(){"
"toggleColorblind","function","11229","function toggleColorblind(){"
"applyColorblind","function","11240","function applyColorblind(on){"
"syncColorblindUI","function","11243","function syncColorblindUI(){"
"openLocker","function","11251","function openLocker(){"
"openLockerFromGame","function","11259","function openLockerFromGame(){"
"applyCardBackToGame","function","11337","function applyCardBackToGame(){"
"closeLocker","function","11348","function closeLocker(){"
"renderLockerTitles","function","11356","function renderLockerTitles(){"
"renderLockerProgress","function","11373","function renderLockerProgress(){"
"renderLockerBorders","function","11392","function renderLockerBorders(){"
"renderLockerCardbacks","function","11406","function renderLockerCardbacks(){"
"renderLockerEffects","function","11420","function renderLockerEffects(){"
"renderCups","function","11436","function renderCups(){"
"buyCup","function","11457","function buyCup(id){"
"getTourneyTierKey","function","11491","function getTourneyTierKey(mmr){"
"getTourneyAINames","function","11501","function getTourneyAINames(mmr){"
"openTournament","function","11507","function openTournament(){"
"renderTourneyTitlesList","function","11541","function renderTourneyTitlesList(){"
"initTournament","function","11572","function initTournament(){"
"renderBracket","function","11599","function renderBracket(){"
"mkMatchEl","function","11674","function mkMatchEl(match,players){"
"playTourneyMatch","function","11692","function playTourneyMatch(match){"
"resolveTourneyMatch","function","11717","function resolveTourneyMatch(match,winnerIdx){"
"buildDeck","function","11735","function buildDeck(){"
"shuf","function","11745","function shuf(a){"
"dealCard","function","11764","function dealCard(){"
"topDisc","function","11780","function topDisc(){return G.discard[G.discard.length-1];}"
"curCol","function","11781","function curCol(){const t=topDisc();return t._cc||t.col;}"
"startBlitz","function","11800","function startBlitz(){"
"stopBlitz","function","11808","function stopBlitz(){clearInterval(blitzIv);blitzIv=null;}"
"startSessionTimer","function","11814","function startSessionTimer(){"
"stopSessionTimer","function","11831","function stopSessionTimer(){"
"hideSessionTimer","function","11835","function hideSessionTimer(){"
"_updSessionTimer","function","11841","function _updSessionTimer(s){"
"_onSessionExpire","function","11853","function _onSessionExpire(){"
"updBlitz","function","11862","function updBlitz(s){"
"startTurnTimer","function","11877","function startTurnTimer(){"
"stopTurnTimer","function","11891","function stopTurnTimer(){"
"updTurnTimer","function","11897","function updTurnTimer(s){"
"hideTurnTimer","function","11912","function hideTurnTimer(){"
"applyForcePlayGlow","function","11918","function applyForcePlayGlow(){"
"clearForcePlayGlow","function","11926","function clearForcePlayGlow(){"
"trackStall","function","11932","function trackStall(){"
"autoTimeout","function","11946","function autoTimeout(){"
"aiColFor","function","11977","function aiColFor(p){"
"triggerSuddenDeath","function","11984","function triggerSuddenDeath(){"
"hideSuddenDeath","function","12041","function hideSuddenDeath(){"
"checkOverload","function","12048","function checkOverload(pidx){"
"startGame","function","12070","function startGame(){"
"dealRound","function","12095","function dealRound(){"
"advance","function","12137","function advance(s=1){const n=G.players.length;G.current=((G.current+G.direction*s)%n+n)%n;}"
"nextTurn","function","12139","function nextTurn(){"
"enablePlayer","function","12175","function enablePlayer(){"
"disablePlayer","function","12196","function disablePlayer(){"
"startTimer","function","12204","function startTimer(){"
"stopTimer","function","12209","function stopTimer(){"
"updTimer","function","12212","function updTimer(s){updTurnTimer(s);}"
"canPlay","function","12215","function canPlay(card,cc){"
"playable","function","12243","function playable(pidx){const cc=curCol();return G.players[pidx].hand.map((c,i)=>({c,i})).filter(({c})=>canPlay(c,cc));}"
"doPlay","function","12246","function doPlay(pidx,ci,cc=null){"
"applyFX","function","12268","function applyFX(card,pidx,cc){"
"checkWin","function","12281","function checkWin(pidx){"
"playerPlayCard","function","12314","function playerPlayCard(ci){"
"afterPlayer","function","12333","function afterPlayer(){"
"playerDraw","function","12357","function playerDraw(auto=false){"
"declareUno","function","12408","function declareUno(){"
"sortHand","function","12423","function sortHand(){"
"chooseColor","function","12434","function chooseColor(col){"
"getBotTitlePool","function","12590","function getBotTitlePool(mmr){"
"seedHash","function","12600","function seedHash(str){"
"initAITracking","function","12625","function initAITracking(){"
"recordColorPlay","function","12631","function recordColorPlay(pidx,col){"
"colorOpponentLacks","function","12638","function colorOpponentLacks(idx, memory) {"
"aiTurn","function","12648","function aiTurn(){"
"aiChoose","function","12688","function aiChoose(plays,idx){"
"botShouldSayUNO","function","12850","function botShouldSayUNO(botMMR) {"
"botSeenSpecials","function","12857","function botSeenSpecials(G, idx) {"
"aiPickColor","function","12867","function aiPickColor(p,idx){"
"aiColFor","function","12884","function aiColFor(p){const cnt={r:0,b:0,g:0,y:0};p.hand.forEach(c=>{if(c.col&&c.col!=='w')cnt[c.col]++;});return Object.keys(cnt).reduce((a,b)=>cnt[a]>cnt[b]?a:b,'r');}"
"aiCol","function","12885","function aiCol(p){return aiColFor(p);}"
"_bh","function","12891","function _bh(s){let h=0;for(let i=0;i<s.length;i++)h=((h<<5)-h)+s.charCodeAt(i);return Math.abs(h);}"
"openBotProfile","function","12892","function openBotProfile(panel){"
"attach","arrow","12911","const attach=()=>{"
"renderAIs","function","12926","function renderAIs(){"
"endRound","function","12996","function endRound(winIdx){"
"showEndScreen","function","13116","function showEndScreen(youWon, gameOver, mmrR, xpG){"
"_bh2","function","13180","function _bh2(s){let h=0;for(let i=0;i<s.length;i++)h=((h<<5)-h)+s.charCodeAt(i);return Math.abs(h);}"
"endGame","function","13264","function endGame(){ showEndScreen(undefined, true, {d:_lastMMRDelta}, undefined); }"
"endGameNextRound","function","13266","function endGameNextRound(){"
"endGameNewMatch","function","13281","function endGameNewMatch(){"
"endGameMenu","function","13330","function endGameMenu(){"
"showMpLobbyAfterGame","function","13358","function showMpLobbyAfterGame(){"
"nextQueue","function","13399","function nextQueue(){"
"showLU","function","13414","function showLU(lv){"
"showRU","function","13432","function showRU(rk){"
"togglePause","function","13463","function togglePause(){"
"restartRound","function","13470","function restartRound(){sfx.click();hideOv('ov-pause');paused=false;dealRound();}"
"quitToMenu","function","13471","function quitToMenu(){"
"mkCard","function","13497","function mkCard(card,ci,clickable){"
"renderDiscard","function","13544","function renderDiscard(){"
"renderHand","function","13574","function renderHand(){"
"renderAll","function","13603","function renderAll(){"
"renderAllSync","function","13612","function renderAllSync(){ renderDiscard(); renderAIs(); renderHand(); } // versione sync per casi critici"
"shakeEl","function","13614","function shakeEl(e){if(!e)return;e.classList.remove('shaking');void e.offsetWidth;e.classList.add('shaking');setTimeout(()=>e.classList.remove('shaking'),400);}"
"setLoadStatus","function","13622","function setLoadStatus(txt, sub){"
"sendConn","function","13734","function sendConn(conn, type, payload = {}) {"
"broadcastConns","function","13749","function broadcastConns(conns, type, payload = {}) {"
"MpTimerManager","arrow","13760","const MpTimerManager = (() => {"
"addTimeout","function","13764","function addTimeout(label, fn, ms) {"
"cancelTimeout","function","13771","function cancelTimeout(label) {"
"addInterval","function","13775","function addInterval(label, fn, ms) {"
"cancelInterval","function","13782","function cancelInterval(label) {"
"cancelAll","function","13787","function cancelAll() {"
"hasTimer","function","13795","function hasTimer(label) { return _timers.has(label); }"
"_createEmitter","function","13804","function _createEmitter() {"
"GameCore","arrow","13823","const GameCore = (() => {"
"validateState","function","13826","function validateState(state) {"
"cloneState","function","13834","function cloneState(state) {"
"buildPlayerView","function","13841","function buildPlayerView(fullState, playerIdx) {"
"applyAction","function","13855","function applyAction(state, action) {"
"FriendService","arrow","13880","const FriendService = (() => {"
"_getName","function","13888","function _getName(friendCode) {"
"_ensureFriends","function","13892","function _ensureFriends() {"
"_ariaAnnounce","function","13905","function _ariaAnnounce(message) {"
"handleIncomingConn","function","13920","function handleIncomingConn(conn) {"
"_onFriendRequest","function","13970","function _onFriendRequest(conn, data) {"
"_onFriendAccept","function","13986","function _onFriendAccept(data) {"
"_onFriendInvite","function","13995","function _onFriendInvite(data) {"
"_onFriendPong","function","14012","function _onFriendPong(data) {"
"init","function","14018","function init() {"
"destroy","function","14044","function destroy() {"
"sendRequest","function","14050","function sendRequest(codeRaw) {"
"acceptRequest","function","14084","function acceptRequest() {"
"declineRequest","function","14099","function declineRequest() {"
"addFriend","function","14110","function addFriend(name, code) {"
"removeFriend","function","14120","function removeFriend(code) {"
"setOnline","function","14129","function setOnline(code, online) {"
"pingAll","function","14140","function pingAll() {"
"pingFriend","function","14146","function pingFriend(friendCode) {"
"sendInvite","function","14173","function sendInvite(friendCode, roomCode, mode) {"
"acceptInboundRequest","function","14209","function acceptInboundRequest(req) {"
"declineInboundRequest","function","14228","function declineInboundRequest(req) {"
"ConnectionManager","arrow","14267","const ConnectionManager = (() => {"
"getState","function","14276","function getState() { return _state; }"
"_setState","function","14278","function _setState(newState) {"
"_destroyExisting","function","14285","function _destroyExisting() {"
"_makePeer","function","14291","function _makePeer(idOverride) {"
"hostRoom","function","14308","function hostRoom() {"
"hostRoomForInvite","function","14361","function hostRoomForInvite(friendCode) {"
"joinRoom","function","14438","function joinRoom(code) {"
"_joinInner","function","14448","function _joinInner(code) {"
"beginTransition","function","14556","function beginTransition() {"
"disconnect","function","14571","function disconnect() {"
"lobbyReset","function","14618","function lobbyReset(){"
"lobbySetState","function","14626","function lobbySetState(s){"
"lobbySetPlayer","function","14632","function lobbySetPlayer(slot, data){"
"lobbyRemovePlayer","function","14639","function lobbyRemovePlayer(slot){"
"_lobbyStopPing","function","14644","function _lobbyStopPing(){"
"lobbyStartPing","function","14649","function lobbyStartPing(){"
"lobbyReceivePong","function","14658","function lobbyReceivePong(data){"
"lobbyUpdatePingBadge","function","14664","function lobbyUpdatePingBadge(id, rtt){"
"lobbyRenderSlots","function","14671","function lobbyRenderSlots(){"
"ensureFriends","function","14717","function ensureFriends(){"
"frInit","function","14733","function frInit(){"
"frHandleIncomingConn","function","14741","function frHandleIncomingConn(conn){"
"frCopyMyCode","function","14746","function frCopyMyCode(){"
"frSendRequest","function","14758","function frSendRequest(){"
"frReceiveRequest","function","14767","function frReceiveRequest(conn, data){ FriendService.handleIncomingConn(conn); }"
"frAcceptRequest","function","14769","function frAcceptRequest(){"
"frDeclineRequest","function","14773","function frDeclineRequest(){"
"frReceiveAccept","function","14779","function frReceiveAccept(data){"
"frAddFriend","function","14785","function frAddFriend(name, code){"
"frRemoveFriend","function","14791","function frRemoveFriend(code){"
"frInviteFriend","function","14797","function frInviteFriend(friendCode){"
"_frCreateHostAndInvite","function","14803","function _frCreateHostAndInvite(friendCode){"
"_mpRegisterHostConn","function","14809","function _mpRegisterHostConn(){"
"_frDoSendInvite","function","14849","function _frDoSendInvite(friendCode, roomCode){"
"_frFriendName","function","14853","function _frFriendName(friendCode){"
"frReceiveInvite","function","14860","function frReceiveInvite(data){"
"frAcceptInvite","function","14870","function frAcceptInvite(){"
"frDeclineInvite","function","14927","function frDeclineInvite(){"
"frPingAllFriends","function","14934","function frPingAllFriends(){"
"frPingFriend","function","14939","function frPingFriend(friendCode){"
"frReceivePong","function","14944","function frReceivePong(data){"
"frSetFriendOnline","function","14949","function frSetFriendOnline(code, online){"
"frRenderList","function","14954","function frRenderList(){"
"_frRenderDrawer","function","14993","function _frRenderDrawer(){"
"frAcceptInboundRequest","function","15070","function frAcceptInboundRequest(req){"
"frDeclineInboundRequest","function","15075","function frDeclineInboundRequest(req){"
"frTimeAgo","function","15079","function frTimeAgo(ts){"
"escHtml","function","15087","function escHtml(str){"
"_tryFrInit","function","15104","function _tryFrInit(attempt){"
"_getIceServers","function","15166","function _getIceServers(){"
"_getPeerConfigs","function","15193","function _getPeerConfigs(idOverride){"
"_makePeerWithRetry","function","15204","function _makePeerWithRetry(onSuccess, onFail, idOverride, attempts){"
"genRoomCode","function","15239","function genRoomCode(){"
"openMultiplayer","function","15245","function openMultiplayer(){"
"switchMpTab","function","15298","function switchMpTab(id,btn){"
"mp3pSwitchTab","function","15322","function mp3pSwitchTab(tab,btn){"
"mp3pHostInit","function","15332","function mp3pHostInit(){"
"_mp3pTryHost","function","15345","function _mp3pTryHost(){"
"mp3pRegisterHostConn","function","15356","function mp3pRegisterHostConn(){"
"mp3pOnData","function","15370","function mp3pOnData(data,conn){"
"mp3pUpdateLobbyUI","function","15378","function mp3pUpdateLobbyUI(){"
"start3pGame","function","15389","function start3pGame(){"
"mp3pSerializeState","function","15399","function mp3pSerializeState(pov){"
"mp3pSendStateToAll","function","15403","function mp3pSendStateToAll(){"
"mp3pApplyGuestAction","function","15408","function mp3pApplyGuestAction(action,incomingToken,playerIdx){"
"checkEndRound3p","function","15418","function checkEndRound3p(pidx){"
"mp3pRenderOpponents","function","15432","function mp3pRenderOpponents(){"
"mp3pJoin","function","15439","function mp3pJoin(){ const raw=el('mp-3p-join-input')?.value||''; const code=raw.trim().toLowerCase(); if(code.length<4){ notify('Inserisci un codice valido'); return; } sfx.click(); mp3pGuestJoin(code); }"
"mp3pGuestJoin","function","15441","function mp3pGuestJoin(roomCode){"
"_mp3pTryJoin","function","15449","function _mp3pTryJoin(){"
"mp3pGuestOnData","function","15477","function mp3pGuestOnData(data){"
"mp3pGuestReceiveStart","function","15489","function mp3pGuestReceiveStart(state,myIdx){"
"mp3pGuestApplyState","function","15499","function mp3pGuestApplyState(state){"
"mp3pCopyCode","function","15518","function mp3pCopyCode(){ const code=el('mp-3p-host-code')?.textContent||''; if(!code||code==='...'){ notify('Codice non ancora pronto'); return; } navigator.clipboard?.writeText(code).then(()=>notify('Codice 3P copiato: '+code)); }"
"mpSetModeNoInit","function","15520","function mpSetModeNoInit(mode){"
"guestToggleReady","function","15536","function guestToggleReady(){"
"_guestStartPing","function","15556","function _guestStartPing(){"
"_guestResetReady","function","15565","function _guestResetReady(){"
"mpHostInit","function","15576","function mpHostInit(){"
"mpJoin","function","15588","function mpJoin(){"
"_mpJoinInner","function","15598","function _mpJoinInner(code){"
"mpOnData","function","15603","function mpOnData(data){"
"startMpGame","function","15812","function startMpGame(){"
"mpSerializeState","function","15863","function mpSerializeState(pov){"
"mpReceiveGameStart","function","15886","function mpReceiveGameStart(state,guestIdx){"
"_mpShowDesyncWarning","function","15924","function _mpShowDesyncWarning(){"
"mpApplyState","function","15951","function mpApplyState(state){"
"mpApplyGuestAction","function","16035","function mpApplyGuestAction(action, incomingToken){"
"mpSendState","function","16093","function mpSendState(){"
"mpSendStateWithWinner","function","16100","function mpSendStateWithWinner(winnerIdx){"
"mpGuestSendPlay","function","16110","function mpGuestSendPlay(ci,cc=null){"
"mpGuestSendDraw","function","16127","function mpGuestSendDraw(){"
"mpHideBlitz","function","16169","function mpHideBlitz(){"
"mpSetMode","function","16206","function mpSetMode(mode, btn){"
"notifyConnected","arrow","16217","const notifyConnected = (newMode) => {"
"showOnly","arrow","16225","const showOnly = (which) => {"
"_mp3v3HostCreate","function","16254","function _mp3v3HostCreate(){"
"mp3v3HostInit","function","16273","function mp3v3HostInit(){ _mp3v3HostCreate(); }"
"mp3v3RegisterConn","function","16275","function mp3v3RegisterConn(){"
"mp3v3JoinByCode","function","16308","function mp3v3JoinByCode(){"
"mp3v3CopyCode","function","16361","function mp3v3CopyCode(){"
"mp3v3StartGame","function","16367","function mp3v3StartGame(){"
"mp3v3SerializeState","function","16409","function mp3v3SerializeState(pov){"
"mp3v3SendStateToAll","function","16429","function mp3v3SendStateToAll(){"
"mp3v3CheckWin","function","16436","function mp3v3CheckWin(playerIdx){"
"mp3v3EndRound","function","16447","function mp3v3EndRound(winnerIdx,winTeam){"
"mp3v3ApplyAction","function","16473","function mp3v3ApplyAction(action,incomingToken,playerIdx){"
"mp3v3OnData","function","16507","function mp3v3OnData(data,conn){"
"mp3v3GuestReceiveStart","function","16515","function mp3v3GuestReceiveStart(state,myIdx){"
"mp3v3GuestApplyState","function","16544","function mp3v3GuestApplyState(state){"
"mp3v3GuestOnData","function","16582","function mp3v3GuestOnData(data){"
"mp3v3RenderAllOpponents","function","16592","function mp3v3RenderAllOpponents(){"
"mp3v3GuestSendAction","function","16641","function mp3v3GuestSendAction(action){"
"mp3v3JoinExtended","function","16645","function mp3v3JoinExtended(code){ document.getElementById('mp-3v3-join-input').value=code.toUpperCase(); mp3v3JoinByCode(); }"
"mp3v3InviteTeammate","function","16646","function mp3v3InviteTeammate(){ notify('👑 Invia il codice '+(document.getElementById('mp-3v3-code')?.textContent||'…')+' ai tuoi 5 compagni!'); }"
"mp2v2HostInit","function","16648","function mp2v2HostInit(){"
"mp2v2UpdateLobbyUI","function","16730","function mp2v2UpdateLobbyUI(){"
"mp2v2InviteTeammate","function","16757","function mp2v2InviteTeammate(){"
"_mp2v2InviteFriendAsTeammate","function","16785","function _mp2v2InviteFriendAsTeammate(friendCode, roomCode){"
"mp2v2CopyCode","function","16801","function mp2v2CopyCode(){"
"mp2v2SwitchTab","function","16808","function mp2v2SwitchTab(tab, btn){"
"mp2v2JoinByCode","function","16829","function mp2v2JoinByCode(){"
"mp2v2RenderOnlineFriends","function","16843","function mp2v2RenderOnlineFriends(){"
"mp2v2OnData","function","16872","function mp2v2OnData(data, conn){"
"start2v2Game","function","16905","function start2v2Game(){"
"mp2v2SerializeState","function","16972","function mp2v2SerializeState(pov){"
"mp2v2SendStateToAll","function","17004","function mp2v2SendStateToAll(){"
"mp2v2ApplyAction","function","17014","function mp2v2ApplyAction(action, incomingToken, playerIdx){"
"mp2v2CheckWin","function","17054","function mp2v2CheckWin(playerIdx){"
"mp2v2EndRound","function","17071","function mp2v2EndRound(winnerIdx, winTeam){"
"mp2v2GuestReceiveStart","function","17106","function mp2v2GuestReceiveStart(state, myIdx){"
"mp2v2GuestApplyState","function","17142","function mp2v2GuestApplyState(state){"
"_mp2v2InjectTeamBadge","function","17192","function _mp2v2InjectTeamBadge(team, myIdx){"
"mp2v2RenderAllOpponents","function","17202","function mp2v2RenderAllOpponents(){"
"_cardBg","function","17288","function _cardBg(col){"
"_cardShortVal","function","17299","function _cardShortVal(val){"
"mp2v2PlayerDisconnected","function","17310","function mp2v2PlayerDisconnected(playerIdx){"
"mp2v2GuestJoin","function","17328","function mp2v2GuestJoin(roomCode){"
"_mp2v2TryJoin","function","17336","function _mp2v2TryJoin(){"
"mp2v2GuestOnData","function","17369","function mp2v2GuestOnData(data){"
"mp2v2InviteB2","function","17448","function mp2v2InviteB2(){"
"mpRestoreTimers","function","17461","function mpRestoreTimers(){"
"attach","arrow","17469","const attach=()=>{"
"mpRenderOpponentPanel","function","17488","function mpRenderOpponentPanel(){"
"mpUpdateOpponentPanel","function","17538","function mpUpdateOpponentPanel(){"
"_mpClearOpponentPanel","function","17556","function _mpClearOpponentPanel(){"
